Situacao	Var_Desconto	Descricao	Codigo	Avaliacao	Preco_Original	Preco_A_Vista	Produto	Desmembrar	Desconsiderar
		Carregador De Tomada Turbo Entrada Usb 18w Branco Oex Cg202	Cód. 1570350171	(0)	R$ 43,90cada		fones-de-ouvido		
		Suporte Celular Moto Aranha 360° Com Carregador Usb	Cód. 1570320691	(0)	R$ 74,80cada		fones-de-ouvido		
		Cabo Adaptador Usb Para Rj45 Lan 10/100mbs Exbom Ul-120	Cód. 1570314411	(0)	R$ 82,50cada		fones-de-ouvido		
		Carregador Veicular Usb Turbo Qualcomm 3.0 Para Lg K10 Moto G...	Cód. 1570355949	(0)	R$ 29,89cada		fones-de-ouvido		
		Carregador De Celular Apple/samsung/xiaomi Para Celular Carga...	Cód. 1570263671	(0)	R$ 221,63cada		fones-de-ouvido	2x de R$ 110,81 s/juros	
		Cabo Usb Tipo C 2.0 Para Usb Tipo C / Type C 2 Metros Preto -...	Cód. 1567493890	(0)	R$ 180,11cada		fones-de-ouvido		
		Suporte Celular Gps Chaves Saída Ar Imã Magnético Forte	Cód. 1571586773	(0)	R$ 39,90cada		fones-de-ouvido		
		Cabo Usb X Micro Usb B 2.0 5 Pinos 1 Metro Preto - Musb-1	Cód. 1567493892	(0)	R$ 111,20cada		fones-de-ouvido		
		Cabo Usb X Micro Usb B 2.0 5 Pinos 2 Metros Preto - Musb-2	Cód. 1567493893	(0)	R$ 131,40cada		fones-de-ouvido		
		Cabo Usb Tipo C X Tipo C V3.2 Gen1 5gbps 3a 1,5 Metros - C32g...	Cód. 1567493865	(0)	R$ 157,56cada		fones-de-ouvido		
		Cabo Usb 3.0 A Macho X Usb B Macho 2 Metros U3ambm-2	Cód. 1567543168	(0)	R$ 161,10cada		fones-de-ouvido		
		Computador B100 Celeron J4005 Asus 2.00ghz Memória 4gb Ddr4 S...	Cód. 1570560616	(0)	R$ 112,75cada		fones-de-ouvido		
		Cabo De Dados Usb A 3.0 Macho Para Usb A 3.0 Macho 28awg Puro...	Cód. 1567493858	(0)	R$ 185,62cada		fones-de-ouvido		
		Carregador Usb Qualcomm Ec 1 Quick Charge 3.0 Br Intelbras	Cód. 1570350175	(0)	R$ 190,48cada		fones-de-ouvido		
		Power Bank Carregador Portátil Celular 65w 30000mah Display U...	Cód. 1570469332	(0)	R$ 944,00cada		fones-de-ouvido	8x de R$ 118,00 s/juros	
		Cabo De Dados Oex Game Lash 90º Micro Usb 1.5m C31 Preto	Cód. 1567882335	(0)	R$ 35,90cada		fones-de-ouvido		
		Cabo Para Hd Externo Usb A 3.0 Macho Para Micro Usb B 3.0 (10...	Cód. 1567493864	(0)	R$ 70,14cada		fones-de-ouvido		
		Cabo Usb Tipo C 2.0 Para Usb Tipo C / Type C 2.0 1 Metro Pret...	Cód. 1567493891	(0)	R$ 120,97cada		fones-de-ouvido		
		Cabo Usb Tipo C 3.1 Para Usb Tipo C Com Power Delivery (pd) 1...	Cód. 1567493860	(0)	R$ 185,17cada		fones-de-ouvido		
		Cabo Micro Usb Para Usb A 2.0 Para Celular 2 Metro Preto - Pm...	Cód. 1567493889	(0)	R$ 27,72cada		fones-de-ouvido		
		Cabo Usb A 2.0 Para Usb Tipo C Para Celular Smartphone 1m Bra...	Cód. 1567493875	(0)	R$ 50,59cada		fones-de-ouvido		
		Cabo Usb Tipo C X Usb B Para Impressora V3.2 Gen1 C32ubm-2 5g...	Cód. 1570454329	(0)	R$ 101,81cada		fones-de-ouvido		
		Cabo Adaptador A0800vqus Qd X Usb Elgin	Cód. 1570469515	(0)	R$ 225,40cada		fones-de-ouvido	2x de R$ 112,70 s/juros	
		Cabo Dvi-d 24+1 Para Dvi-d 24+1 Dual-link 2 Metros - Pcyes	Cód. 1567048355	(0)	R$ 128,79cada		fones-de-ouvido		
		Cabo Usb Tipo C Para Lightning Xiaomi Branco U	Cód. 1570905880		R$ 159,99cada		fones-de-ouvido		
		Carregador Universal Usb-c E Usb-a Superpower Gan Duo 65w	Cód. 1570469678		R$ 276,84cada		fones-de-ouvido	2x de R$ 138,42 s/juros	
		Adaptador De Fone De Ouvido Celular Usb-c P2 3.5mm Audio Vini...	Cód. 1568153889		R$ 216,22cada		fones-de-ouvido	2x de R$ 108,11 s/juros	
		Cabo Usb Lightning Gb51155 Mbtech Preto	Cód. 1567923530		R$ 22,99cada		fones-de-ouvido		
		Cabo De Dados Usb Lightning Letron Alta Resistencia Pvc 2m P	Cód. 1571399954		R$ 18,90cada		fones-de-ouvido		
		Suporte Apoio De Celular Aço Inox Base De Smartphone Casa	Cód. 1570490109		R$ 75,90cada		fones-de-ouvido		
		Suporte Para Celular Encaixe Barra De Cozinha Grafite Schmitt	Cód. 1570124210		R$ 47,83cada		fones-de-ouvido		
		Suporte Smartphone Celular Portátil Mesa Universal Ajustável	Cód. 1570469444		R$ 32,89cada		fones-de-ouvido		
		Cabo Lightning De Carga E Sincronismo C/3 M P/ Apple - Prata	Cód. 1567505036		R$ 169,90cada		fones-de-ouvido		
		Cabo Type C Usb De Carregamento E Dados 2.4a 1 Metro	Cód. 1571468521		R$ 10,55cada		fones-de-ouvido		
		Suporte Celular Smartphone Iphone Display Mesa Universal	Cód. 1571043610		R$ 15,99cada		fones-de-ouvido		
		Cabo Usb Para Carregador Garmin Forerunner 235 230 630 735xt	Cód. 1571046389		R$ 38,99cada		fones-de-ouvido		
		Mini Teclado Bluetooth Sem Fio Para Tablet E Celular Slim Pra...	Cód. 1566947343		R$ 94,89cada		fones-de-ouvido		
		Suporte Universal Flexível Celular Articulado 360º Para Cama	Cód. 1566953655		R$ 39,89cada		fones-de-ouvido		
		Carregador Veicular Ultra Rápido Qualcomm 3.0 Com Cabo Micro	Cód. 1566823561		R$ 29,89cada		fones-de-ouvido		
		Tripé Para Celular Smartphone Câmera Go Pro Com Bolsa - 100 Cm	Cód. 1566823558		R$ 69,89cada		fones-de-ouvido		
OFERTA	-11%	Suporte Celular Veicular Com Ventosa B-max Veiculo	Cód. 1570249756		R$ 58,99 cada	R$ 52,39cada	fones-de-ouvido		
		Carregador Veicular Carga Rápida 2 Usb + Cabo Lightning Compa...	Cód. 1569839751		R$ 44,90cada		fones-de-ouvido		
		Carregador Veicular 3.4a Carga Rápida 2 Entrada Usb Celular T...	Cód. 1569839758		R$ 34,50cada		fones-de-ouvido		
		Cabo Carregador 3 Em 1 - Pontas Para Conectar Android, Ios, M...	Cód. 1569839755		R$ 19,90cada		fones-de-ouvido		
		Fonte Carregador Para Celular Ios Cabo Lightning 1m + Fonte 5...	Cód. 1569839752		R$ 24,90cada		fones-de-ouvido		
		Carregador Digital Universal De Bateria - Visor Lcd Bivolt Le...	Cód. 1569839748		R$ 12,90cada		fones-de-ouvido		
		Fonte Carregador De Parede Ultra Rápido Duo Com 1 Saída Usb T...	Cód. 1569840928		R$ 44,90cada		fones-de-ouvido		
		Carregador Veicular Carga Rápida 2 Usb + Cabo Tipo C Kaidi Kd...	Cód. 1569839749		R$ 44,90cada		fones-de-ouvido		
		Carregador Por Indução Sem Fio Turbo 10w Fast Charge Max Kaid...	Cód. 1569839750		R$ 84,90cada		fones-de-ouvido		
		Cabo Usb X Micro Usb 1m 2a Cb-m10wh Branco C3 Tech	Cód. 1570488562		R$ 10,50cada		fones-de-ouvido		
		Suporte Veicular Para Tablets Com Clip Para Encosto Do Banco	Cód. 1570355947		R$ 51,89cada		fones-de-ouvido		
OFERTA	-10%	Suporte Universal Veicular Um Toque Celular Carro Spo-7528	Cód. 1570969004		R$ 39,90 cada	R$ 35,90cada	fones-de-ouvido		
		Base Carregador Indução 15w Celular Sem Fio Wireless Turbo In...	Cód. 1567603877		R$ 131,00cada		fones-de-ouvido		
OFERTA	-10%	Suporte De Parede Celular Controle - Porta Objetos Kit 2 Peça...	Cód. 1568654547		R$ 19,90 cada	R$ 17,91cada	fones-de-ouvido		
		Carregador Com Ventilador 2 Em 1 Qi Wireless Sem Fio Portátil...	Cód. 1570454723		R$ 33,99cada		fones-de-ouvido		
		Kit Cabo De Celular Rgc-213 30m Cf-230	Cód. 1570469609		R$ 457,53cada		fones-de-ouvido	4x de R$ 114,38 s/juros	
		Adaptador Tipo C Para Micro Usb V8 Fêmea Para Celular Tablet	Cód. 1570477942		R$ 15,90cada		fones-de-ouvido		
		Carregador Celular De Parede Ultrarapido 3.1a C/2ent Usb/ty	Cód. 1570469652		R$ 42,59cada		fones-de-ouvido		
		Carregador Celular Ultra Rápido Usb Bivolt 2.8a Xc-v8-glx Br...	Cód. 1568683287		R$ 42,59cada		fones-de-ouvido		
		Carregador Ultra Rápido Usb Type-c 2.8a Cr105 - Inova	Cód. 1570469773		R$ 34,98cada		fones-de-ouvido		
		Régua Hub Usb 3.0 4 Portas	Cód. 1571400125		R$ 29,95cada		fones-de-ouvido		
		Conversor Usb 3.0 Macho X Rj45 Femea 10/100/1000 Multilaser W...	Cód. 1571400122		R$ 127,90cada		fones-de-ouvido		
		Conversor Usb Rj45	Cód. 1571399927		R$ 49,90cada		fones-de-ouvido		
OFERTA	-47%	Suporte Para Celular Tablet Dobrável Ajustável + Chaveiro Cbr...	Cód. 1571157793		R$ 50,00 cada	R$ 26,39cada	fones-de-ouvido		
OFERTA	-44%	Suporte De Celular De Mesa Ajustável + Chaveiro Cbrn17812	Cód. 1571157791		R$ 40,00 cada	R$ 22,39cada	fones-de-ouvido		
OFERTA	-62%	Suporte Veicular Para Celular Ar Condicionado Carro Com Vento...	Cód. 1571157790		R$ 40,00 cada	R$ 14,97cada	fones-de-ouvido		
OFERTA	-23%	Suporte Celular Carro Ventosa Ajustável + Chaveiro Cbrn18406	Cód. 1571157792		R$ 50,00 cada	R$ 38,39cada	fones-de-ouvido		
		Cabo De Dados Usb Type C 2m Letron Alta Resistencia Pvc Bran	Cód. 1571400598		R$ 17,90cada		fones-de-ouvido		
		Cabo Adaptador Usb-c 3.1 Para Hdmi 4k Usb 3.0 Type-c Rj45 Jc-...	Cód. 1571400126		R$ 136,90cada		fones-de-ouvido		
		Cabo Conversor Usb Para Paralelo	Cód. 1571400589		R$ 25,90cada		fones-de-ouvido		
		Antena Celular Rural Externa Cf5000 Pentaband 2170mhz - Aquar...	Cód. 1571611339		R$ 2.599,90cada		fones-de-ouvido	8x de R$ 324,99 s/juros	
		Suporte Celular Gps Carro Veicular Trava Automa Gruda Painel	Cód. 1571586772		R$ 37,90cada		fones-de-ouvido		
		Cabo Usb-c Para Lightning Branco - Apple - Mm0a3am/a	Cód. 1571400076		R$ 259,64cada		fones-de-ouvido	2x de R$ 129,82 s/juros	
		Monofone Pop Phone Microfone Vintage Telefone Celular Chamada...	Cód. 1570482516		R$ 52,50cada		fones-de-ouvido		
		Cabo P2 X Usb Femea 30 Cm Ps2usbf-30	Cód. 1567493852		R$ 77,19cada		fones-de-ouvido		
		Cabo Usb-c X Usb-c Flat 1m 30w Oex Ce207 Branco	Cód. 1570454561		R$ 32,90cada		fones-de-ouvido		
		Suporte Veicular Super Magnético Adesivo Bullet Celular Smart...	Cód. 1567603867		R$ 98,00cada		fones-de-ouvido		
		Cabo Usb-c P/ Usb-a 1,5m Nylon Trançado Cinza Carga Rápida	Cód. 1570524164		R$ 47,52cada		fones-de-ouvido		
		Suporte Para Celular De Parede Porta Multiuso Adesivo	Cód. 1571543134		R$ 14,90cada		fones-de-ouvido		
		Cabo Serial Chipsce Usb A Macho, Db9, Cristal 1,5 Metros Azu...	Cód. 1568433605		R$ 19,90cada		fones-de-ouvido		
		Suporte Celular Carro Veicular Trava Automática Anti Queda	Cód. 1570864657		R$ 24,90cada		fones-de-ouvido		
		Adaptador Suporte Universal Celular Microscópio Telescópio	Cód. 1571043609		R$ 56,60cada		fones-de-ouvido		
		Protetor Cabo Carregador Compatível Com Apple Ipad Iphone	Cód. 1571043672		R$ 11,90cada		fones-de-ouvido		
		Bateria Li 3,7v Ur 18650 2600mah Dura Muito Tempo	Cód. 1571653629		R$ 34,90cada		fones-de-ouvido		
		Cabo Usb X Usb-c 2m 2a Cb-c21bk Preto C3 Tech	Cód. 1570662757		R$ 19,90cada		fones-de-ouvido		
		Carregador Automotivo Cb103 C/ 2 Saídas Branco - Multilaser	Cód. 1570469378		R$ 21,90cada		fones-de-ouvido		
		Adaptador Usb Wireless 2.4ghz Interface Usb 2.0 015-0065 - 5	Cód. 1568024429		R$ 49,90cada		fones-de-ouvido		
		Carregador De Inducao Com Mousepad E Cabo Micro Usb Cinza	Cód. 1570469452		R$ 159,48cada		fones-de-ouvido		
		Cabo Usb-c 1.2 Metro Pulse Branco Multilaser Wi426	Cód. 1570454635		R$ 42,90cada		fones-de-ouvido		
		Cabo Carregador Usb Garmin 935 Fenix 55s5x Vivoactive 3 [05.0...	Cód. 1571046386		R$ 33,90cada		fones-de-ouvido		
		Suporte Veicular Universal Para Gps Trava Automatica Com Hast...	Cód. 1567519207		R$ 28,59cada		fones-de-ouvido		
OFERTA	-84%	Cabo C-type 1.2 Metros X-accessories	Cód. 1567089273		R$ 70,30 cada	R$ 10,90cada	fones-de-ouvido		
		Cabo Usb 2.0 A Macho + B Macho 3 Metros Preto Plus Cable	Cód. 1567493883		R$ 11,78cada		fones-de-ouvido		
		Cabo De Dados Usb 2.0 A Macho X Usb 2.0 A Macho 1,8m Cbus0006...	Cód. 1567493861		R$ 7,67cada		fones-de-ouvido		
		Cabo Usb2.0 A Macho + A Femea 1,8 Metros Preto Plus Cable	Cód. 1567493855		R$ 7,75cada		fones-de-ouvido		
		Cabo Extensor Usb 2.0 A Macho X Usb 2.0 A Femea 10m Cbus0005	Cód. 1567493877		R$ 46,19cada		fones-de-ouvido		
		Cabo Usb 2.0 A Macho X Mini Usb 608532 - Maxprint	Cód. 1570454751		R$ 20,33cada		fones-de-ouvido		
		Cabo Usb Micro Usb 1.2m Dlc1530u/97 - Philips	Cód. 1570908515		R$ 28,59cada		fones-de-ouvido		
		Carregador De Parede Car-8112 2.1a - Basike	Cód. 1570471587		R$ 22,69cada		fones-de-ouvido		
		Cabo Otg Usb Fêmea X V8 546 - Nobre	Cód. 1570454489		R$ 16,79cada		fones-de-ouvido		
		Suporte Para Celular Car Holder - Shinka	Cód. 1570469542		R$ 40,39cada		fones-de-ouvido		
		Cabo Usb Type C 1.2m Dlc1530c/97 - Philips	Cód. 1570454726		R$ 28,59cada		fones-de-ouvido		
		Cabo Adaptador V8 Micro Usb/usb Fêmea Otg 214 - Exbom	Cód. 1570454688		R$ 16,79cada		fones-de-ouvido		
		Cabo Usb Colors Tipo-c Emborrachado 1,2m Lilás Tc12x - Elg	Cód. 1571399930		R$ 40,39cada		fones-de-ouvido		
		Carregador Power Bank 10000mah Kp-pb01 Knup	Cód. 1570469465		R$ 122,99cada		fones-de-ouvido		
		Carregador Usb Duplo V8 Com Led 2733 Ca-s20-exbom	Cód. 1570469651		R$ 28,59cada		fones-de-ouvido		
		Cabo Usb 5g Metalizado Sh-27-6s-shinka	Cód. 1570454479		R$ 40,39cada		fones-de-ouvido		
		Cabo Usb Extensor De 3 Metros Macho X Fêmea Am+af Com Filtro	Cód. 1570454502		R$ 16,79cada		fones-de-ouvido		
		Cabo Micro-usb 1 Metro N214888-0-boliduo	Cód. 1570470520		R$ 27,41cada		fones-de-ouvido		
		Carregador Veicular Turbo Sh-3 - Shinka	Cód. 1570468752		R$ 40,39cada		fones-de-ouvido		
		Suporte Universal P/ Smartphone E Gps Sp-t25 - Exbom	Cód. 1570469613		R$ 28,59cada		fones-de-ouvido		
		Carregador Sem Fio Wireless P/ Ios E Android W-01 - Boliduo	Cód. 1570469528		R$ 87,59cada		fones-de-ouvido		
		Cabo Usb Colors Tipo-c Emborrachado 1,2m Azul Tc12t - Elg	Cód. 1571399972		R$ 40,39cada		fones-de-ouvido		
OFERTA	-71%	Cabo Micro Usb 1.2 Metros X Accessories	Cód. 1567089268		R$ 37,90 cada	R$ 10,90cada	fones-de-ouvido		
		Suporte Magnético Veicular P/ Smartphone - Saída De Ar Multil...	Cód. 1571312749		R$ 30,90cada		fones-de-ouvido		
		Carregador Sem Fio Celular Inducao Potente Qi	Cód. 1570513774		R$ 42,85cada		fones-de-ouvido		
		Cabo Carregador Usb Active 1, Active 2, Active 40mm R500	Cód. 1571046385		R$ 65,00cada		fones-de-ouvido		
		Cabo Usb-c Pulse 1.2 Metro Preto Multilaser Wi421	Cód. 1570454746		R$ 42,90cada		fones-de-ouvido		
		Adaptador Usb Lan Placa Rede Externa Rj45 Ethernet 10/100	Cód. 1568024345		R$ 32,89cada		fones-de-ouvido		
		Adaptador Type C Para Fone De Ouvido P2 Xtrad	Cód. 1567938747		R$ 32,90cada		fones-de-ouvido		
		Cabo Usb Para Tipo C 100cm Branco U	Cód. 1568150036		R$ 79,99		fones-de-ouvido		
		Carregador por Indução para Dispositvos Móveis Pial Plus+	Cód. 90314693		R$ 614,90		fones-de-ouvido		
		Suporte Universal Celular Articulado Pescoço Ganso Mesa Cama	Cód. 1567410989		R$ 39,89cada		fones-de-ouvido		
		Carregador Veicular 1 Usb + 1 Type-c Le532	Cód. 1571504112		R$ 11,26cada		fones-de-ouvido		
		Tripe 1 20m Mtg101	Cód. 1571500296		R$ 49,84cada		fones-de-ouvido		
		Suporte Celular Veicular Carro Ventosa Painel E Vidro Cj-10	Cód. 1570943965		R$ 28,75cada		fones-de-ouvido		
OFERTA	-19%	Amplificador Saint Germain de Tela Para Celular 3d de 14 Pole...	Cód. 1570816046		R$ 259,99 cada	R$ 209,99cada	fones-de-ouvido	2x de R$ 104,99 s/juros	
		Cabo Otg Micro Usb (v8)	Cód. 1571504109		R$ 2,69cada		fones-de-ouvido		
		Cabo Usb X Micro Usb 1m 2a Cb-m10bk Preto C3 Tech	Cód. 1570662762		R$ 9,90cada		fones-de-ouvido		
		Adaptador Conversor Usb 3.1 Type C Thunderbolt 3.0 X Hdmi Usb...	Cód. 1566946677		R$ 89,89cada		fones-de-ouvido		
		Hub 7 Portas Usb 2.0 Led Indicador Entrada Para Fonte - Preto	Cód. 1566818114		R$ 44,89cada		fones-de-ouvido		
		Carregador Veicular 2 X Usb, 2.4 A + Cabo Micro Usb Com 1,2 M	Cód. 1567505038		R$ 109,90cada		fones-de-ouvido		
		Cabo Carregador Usb Active 1, Active 2, Active 40mm R500	Cód. 1571046385		R$ 65,00cada		fones-de-ouvido		
		Cabo Usb-c Pulse 1.2 Metro Preto Multilaser Wi421	Cód. 1570454746		R$ 42,90cada		fones-de-ouvido		
		Suporte Magnético Veicular P/ Smartphone - Saída De Ar Multil...	Cód. 1571312749		R$ 30,90cada		fones-de-ouvido		
OFERTA	-51%	Cabo Lightning Mfi Nylon Reforçado 1,5mt Titaniun	Cód. 1568038432		R$ 189,00 cada	R$ 91,87cada	fones-de-ouvido		
		Carregador Power Bank Multilaser 20000 Mah Concept Multilaser...	Cód. 1568958577		R$ 194,90cada		fones-de-ouvido		
		Carregador De Viagem Samsung Usb-c Ultra Rápido 15w Original	Cód. 1570552395		R$ 116,10cada		fones-de-ouvido		
		Cabo Mini Usb X Usb 2.0 1,8mts 018-1408 Preto - Santana	Cód. 1568433398		R$ 8,90cada		fones-de-ouvido		
OFERTA	-19%	Amplificador Saint Germain de Tela Para Celular 3d de 14 Pole...	Cód. 1570816046		R$ 259,99 cada	R$ 209,99cada	fones-de-ouvido	2x de R$ 104,99 s/juros	
		Suporte Celular Veicular Carro Ventosa Painel E Vidro Cj-10	Cód. 1570943965		R$ 28,75cada		fones-de-ouvido		
		Tripe 1 20m Mtg101	Cód. 1571500296		R$ 49,84cada		fones-de-ouvido		
		Cabo Otg Micro Usb (v8)	Cód. 1571504109		R$ 2,69cada		fones-de-ouvido		
		Carregador Veicular 1 Usb + 1 Type-c Le532	Cód. 1571504112		R$ 11,26cada		fones-de-ouvido		
		Cabo Usb X Micro Usb 1m 2a Cb-m10bk Preto C3 Tech	Cód. 1570662762		R$ 9,90cada		fones-de-ouvido		
		Cabo Usb X Usb-c 1m 3a Cb-c10wh Branco C3 Tech	Cód. 1570662754		R$ 12,90cada		fones-de-ouvido		
		Cabo De Dados Lightning Premium 1m 3a Danx Du224l	Cód. 1570941112		R$ 15,90cada		fones-de-ouvido		
OFERTA	-46%	Dvd Philco Ph150 Função Game Bivolt	Cód. 1566733731		R$ 389,90 cada	R$ 209,90cada	dvd-e-blu-ray	2x de R$ 104,95 s/juros	
OFERTA	-44%	Dvd Player Ph135 Entrada Usb Philco Bivolt	Cód. 1566807867		R$ 289,90 cada	R$ 159,90cada	dvd-e-blu-ray		
OFERTA	-15%	Dvd Mondial Portátil Karaokê Usb D-20	Cód. 1567197980		R$ 263,50 cada	R$ 223,90cada	dvd-e-blu-ray	2x de R$ 111,95 s/juros	
		Dvd 3 Em 1 Usb Sem Hdmi Sp391 Multilaser	Cód. 1568031650		R$ 241,70cada		dvd-e-blu-ray	2x de R$ 120,85 s/juros	
		Banqueta P/ Teclado Bt200	Cód. 1566926365		R$ 287,24cada		amplificadores	2x de R$ 143,62 s/juros	
		Modulo Stetsom Ir400 4 Canais 400w Bridge 4ohms Estisom	Cód. 1570026202		R$ 687,99cada		amplificadores	6x de R$ 114,66 s/juros	
		Módulo Amplificador Taramps Hd3000 3000w Rms 1 Canal 2 Ohms	Cód. 1570026206		R$ 2.497,99cada		amplificadores	8x de R$ 312,25 s/juros	
		Módulo Amplificador 800w Rms 1 Canal 2 Ohms Taramps Bom	Cód. 1570026204		R$ 1.797,99cada		amplificadores	8x de R$ 224,75 s/juros	
		Módulo Amplificador 250w Rms 1 Canal 2 Ohms Taramps	Cód. 1570026214		R$ 807,99cada		amplificadores	8x de R$ 101,00 s/juros	
		Módulo Amplificador 300w Rms 4 Canais 2 Ohms Taramps	Cód. 1570026203		R$ 1.097,99cada		amplificadores	8x de R$ 137,25 s/juros	
		Módulo Amplificador 280w Rms 3 Canais 2 Ohms Stetsom	Cód. 1570026210		R$ 797,99cada		amplificadores	7x de R$ 114,00 s/juros	
		Módulo Amplificador 440w Rms 4 Canais 2 Ohms Taramps	Cód. 1570026205		R$ 1.197,99cada		amplificadores	8x de R$ 149,75 s/juros	
		Módulo Falcon 500w Rms 4 Canais Df500.4d Bridge 4ohms	Cód. 1570026211		R$ 1.197,99cada		amplificadores	8x de R$ 149,75 s/juros	
		Modulo Taramps Ts400 4 Canais 400w Eficiencia Nos Graves	Cód. 1570026212		R$ 687,99cada		amplificadores	6x de R$ 114,66 s/juros	
		Módulo Falcon 300w Rms 2 Canais Df300.2d Bridge	Cód. 1570026213		R$ 847,99cada		amplificadores	8x de R$ 106,00 s/juros	
		Módulo Amplificador Taramps Tl-1500 390w Regulagem	Cód. 1570026208		R$ 687,99cada		amplificadores	6x de R$ 114,66 s/juros	
		Módulo Amplificador Mini 160w Rms 2 Canais 2 Ohms Stetsom	Cód. 1570026207		R$ 487,99cada		amplificadores	4x de R$ 122,00 s/juros	
		Módulo Amplificador 800w Rms 2 Canal 2 Ohms Taramps	Cód. 1570026209		R$ 1.797,99cada		amplificadores	8x de R$ 224,75 s/juros	
		Modulo De Potencia Taramps Tl-1500 Digital 3 Can.2r 1x200wrms...	Cód. 1567508036		R$ 370,76cada		amplificadores	3x de R$ 123,59 s/juros	
		Taramps Mod.pot. Md800 800w Rms 1canal 1r	Cód. 1567493750		R$ 819,40cada		amplificadores	8x de R$ 102,42 s/juros	
		Caixa De Som Portátil Jbl Party Box 110 Com Potência De 160w	Cód. 1571592198		R$ 2.598,99cada		amplificadores	8x de R$ 324,87 s/juros	
		Amplificador De Potencia Aquario Ap-35 Catv 54-1000mhz 35db	Cód. 1566857982		R$ 479,90cada		amplificadores	4x de R$ 119,97 s/juros	
		Modulo De Potencia Taramps Bass 400 Digital 2r 400w Rms 1 Can...	Cód. 1567508039		R$ 435,12cada		amplificadores	4x de R$ 108,78 s/juros	
		Mini booster PQBT-4000A	Cód. 1566772204		R$ 96,96cada		amplificadores		
		Módulo Pré Amplificador C/ Fm/usb/mp3/bluetooth Mp3 1000bt Pr...	Cód. 1567437011		R$ 180,51cada		amplificadores		
		Amplificador Compact 1000 Od Óptico 80w Hayonik	Cód. 1570667742		R$ 826,75cada		amplificadores	8x de R$ 103,34 s/juros	
		Amplificador De Linha Proeletronic Pqal-2010 20-db 950-2250 S...	Cód. 1566857990		R$ 17,85cada		amplificadores		
		Amplificador 40w Rms Com Bluetooth Compact 400 Hayonik	Cód. 1567400057		R$ 429,57cada		amplificadores	4x de R$ 107,39 s/juros	
		Caixa Amplificada Amvox Aca 1300 Newx 1300w Bluetooth Bivolt	Cód. 1571499206		R$ 1.389,00cada		amplificadores	8x de R$ 173,62 s/juros	
		Amplificador Óptico 20w Rms Compact 200 Od Hayonik	Cód. 1570667744		R$ 448,94cada		amplificadores	4x de R$ 112,23 s/juros	
		Cubo Para Guitarra 60w Hg60 Preto Hayonik	Cód. 1567493751		R$ 1.009,91cada		amplificadores	8x de R$ 126,24 s/juros	
		Caixa De Som Amvox Aca 2000 Party Vox Prime 2000w - Bivolt	Cód. 1570263016		R$ 1.899,00cada		amplificadores	8x de R$ 237,37 s/juros	
		Caixa Amplificada Mondial Cm-150 Caixa Amplificada Cm-150 Biv...	Cód. 1571443322		R$ 259,00cada		amplificadores	2x de R$ 129,50 s/juros	
		Radio Mp3 Usb/sd/mmc Fm Rp2-65 Loud	Cód. 1568031701		R$ 108,13cada		radios		
		Radio Retro Antigo Am Fm Sw Usb Sd Tf Lanterna Bluetooth Lelo...	Cód. 1569828953		R$ 129,99cada		radios		
		Rádio De Comunicação (par) - 16km Resistente À Respingos De Á...	Cód. 1568894149		R$ 469,90cada		radios	4x de R$ 117,47 s/juros	
		Radio Retro Antigo Am Fm Sw Usb Sd Tf Lanterna Bluetooth Lelo...	Cód. 1569828954		R$ 129,99cada		radios		
		Rádio Estilo Retrô Recarregável Bluetooth 3186	Cód. 1571530885		R$ 122,50cada		radios		
		Radio Boombox Multilaser 20w Cd/aux/usb/fm Multilaser Sp337	Cód. 1567839185		R$ 299,90cada		radios	2x de R$ 149,95 s/juros	
		Som Automotivo MP3 4GB Multilaser Trip P3356 USB Bluetooth	Cód. 1570562308		R$ 139,90cada		radios		
		Fonte Auxiliar Bateria Partida Portátil Multifuncional C/ Min...	Cód. 1569931367		R$ 409,99cada		radios	4x de R$ 102,50 s/juros	
		Multimídia Slim Universal 9 Pol	Cód. 1570240249		R$ 2.032,15cada		radios	8x de R$ 254,02 s/juros	
		Radio Retro Antigo Am Fm Sw Usb Sd Tf Lanterna Bluetooth Lelo...	Cód. 1569828955		R$ 129,99cada		radios		
		Radio Portatil Retro Vintage Am-fm Grasep D-1602 Vermelho	Cód. 1567487226		R$ 149,99cada		radios		
		Radio Portatil Retro Vintage Antigo Am-fm Xdg-34 Cinza	Cód. 1567511320		R$ 119,99cada		radios		
		Radio Portatil Retro Vintage Antigo Am-fm Xdg-34 Preto	Cód. 1567511319		R$ 109,99cada		radios		
		Radio Portatil Retro Vintage Am-fm Grasep D-1602 Azul	Cód. 1567487225		R$ 149,99cada		radios		
		Rádio Relógio E Alto-falante Estéreo Bluetooth Hifi Dream Time	Cód. 1567483284		R$ 649,90cada		radios	6x de R$ 108,32 s/juros	
		Rádio Px 80 Canais Rp-80 - Função Scan - Frequêncimetro - Fun...	Cód. 1571410954		R$ 1.699,90cada		radios	8x de R$ 212,49 s/juros	
		Auto Rádio Usb/tf Mp3 Car Stereo 1000bt	Cód. 1570240172		R$ 154,95cada		radios		
		Multimídia Android Tcross Polo Virtus Nivus 9 Pol	Cód. 1570246995		R$ 2.711,52cada		radios	8x de R$ 338,94 s/juros	
		Multimídia Universal Android Car Pad De 10 Pol	Cód. 1570240246		R$ 2.140,64cada		radios	8x de R$ 267,58 s/juros	
