Situacao	Var_Desconto	Descricao	Codigo	Avaliacao	Preco_Original	Preco_A_Vista	Produto	Data_Captura
Oferta	5	Barra De Apoio Ou Alca De Suporte Banheiro Idoso 1.00 M  Pre	1571540103				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 40cm Preto Fosco Barra Inox Acessibilidade Defi	1571501225				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 60cm Barra Inox Acessibilidade Kit 8 Unidades S	1571489050	0	349.89		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 70cm Barra Inox Kit 18 Unidades Idoso Deficient	1571491588	0	1021.92		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox Kit 5 Unidades 30cm 40cm 50cm 60cm 8	1571498815	0	284.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 50cm Preto Fosco Inox Cadeirante Acessibi	1571497275				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Corrimao Barra De Apoio 40cm 22mm Super Resistente	1571420307				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 30cm Inox Preto Fosco Barra Acessibilidade Cade	1571501228				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Barra Apoio Inox 70cm Kit 5 Uni Acessibilidade Idoso Cri	1571501226	0	284.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox Kit 20 Unidades 70cm Seguranca Box B	1571489053	0	1139.92		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 60cm Inox Cadeirante Acessibilidade Idoso	1571501229				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio 80 Cm	1571561197				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Censi Com Empunhadura Anti Deslizante 60cm	1571561194	0	249.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Inox 60cm	1571561199				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Inox 40cm	1571561198				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Com Empunhadura Antideslizante 40cm Censi	1571561195	0	229.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox Banheiro Kit 3 Unidades 30cm 40cm 60	1571489054				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Barra De Apoio Aco Inox Kit 2 Uni Suporte 70cm Box Banhe	1571501227				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox Kit 16 Unidades 40cm 70cm 80cm Segur	1571489052	0	765.87		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em L Inox Escovado 60 Cm	1571026161	0	224.50		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Kit 2 Unidades Alca Preta 60cm Inox Cadeirante	1570729278				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 60cm Inox Barra Seguranca Idoso Acessibilidade	1570813537				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Cinza45 Cm	1570794700				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Polido 45 Cm	1570794642				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Polido 30 Cm	1570794651				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Polido 80 Cm	1570794629				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra Alca Apoio Inox 40cm Kit 13 Und Banheiro Deficiente Ace	1570512634	0	492.88		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Branco 90 Cm	1570794669				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Inox Preto Fosco 40cm Barra Deficiente Cadeiran	1570729277				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca Inox Preto Fosco 30cm Kit 2 Uni	1570813538				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Cinza100 Cm	1570794696				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Preto 30 Cm	1570794624				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Reta Benefit 70cm Inox Escovado Docol	1570333709	0	329.91		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio 60cm Inox Alca Preto 3 Unidades Deficiente Cad	1570919447				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preto Alca Inox 60cm Kit 2 Und Seguranca	1570959095				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra Ou Alca De Apoio Em Alumínio 40 Cm Idosos Deficientes P	1569905056				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca 50cm Preto Inox Kit 3 Unidades Seguranca	1570588700				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 40x60cm E 2 Barras Reta 60cm	1566793156	0	339.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 100cm	1567072941				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 1.30mt	1567072933				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao Parede 80x60cm Direita	1566792921	0	214.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		1 Barra De Apoio Lavatorio 60x45cm, 2 Alca De Idoso De 80cm	1566792924	0	398.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 30cm	1567072937				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Caixa Acoplada 25x50cm	1566776106	0	227.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 50cm	1567072944				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 80cm	1567072932				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 50x65cm  1 Barra Reta De 80cm	1566792942	0	357.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		1 Barra De Apoio Lavatorio 40x50cm 2 Alcas De Seguranca 80cm	1566792929	0	350.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 90cm	1567072967				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 70cm	1567072942				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 50x65cm  2 Barra Reta De 80cm	1566792923	0	419.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 2 Barras De Apoio Para Banheiro De Idoso 40cm E 80cm	1566953613				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 50x65cm Esqd	1566792917				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	1 Barra De Apoio Para Sanitario 60x20cm  2 Barras Reta 60cm	1566792928	0	270.62	270.63	Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro 100cm	1566773547				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao E Parede 70x50cm Esquerd	1566792930				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Vaso Sanitario 70x20cm Direito	1566792926				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 40x50cm Direito	1566793101				Banheiros Barras De Apoio E Seguranca	2023-10-05
		1 Barra De Apoio Para Sanitario 65x50cm  2 Barras Reta 60cm	1566792948	0	302.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 50x65cm Direito	1566792916				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao E Parede 70x80cm Esquerd	1566793102				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao Parede 80x60cm Esquerda	1566793131	0	214.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 60cm	1567072943				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 40x50cm  1 Barra Reta De 80cm	1566792961	0	350.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 40x50cm Esqd	1566792937				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Caixa Acoplada 25x70cm	1566792949	0	242.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Barra De Apoio Preta Para Banheiro Idoso 90cm	1567072938				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 100cm	1567072936				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Box De Banheiro Modelo L 70x70cm Direita	1566792933				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 40x60cm Direito	1566793158				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 50cm	1567072945				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Escovado 45 Cm	1570794637				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Escovado 30 Cm	1570794640				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 2 Barras De Apoio Para Banheiro De Idoso 40cm E 60cm	1566953615				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra de Apoio para Banheiro Idoso 30cm Celite	89918381	0	294.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Barra Apoio 60cm Inox Kit 10 Uni Idoso Cadeirante Defici	1571157540	0	390.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Lateral Para Lavatorio Alumínio Branco 40 Cm	1570794644				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Caixa Acoplada 25x50cm	1566776106	0	227.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	1 Barra De Apoio Para Sanitario 60x20cm  2 Barras Reta 60cm	1566792928	0	270.62	270.63	Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao Parede 80x60cm Esquerda	1566793131	0	214.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 80cm	1567072932				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 70cm	1567072942				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 2 Barras De Apoio Para Banheiro De Idoso 40cm E 80cm	1566953613				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 1.30mt	1567072933				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao E Parede 70x50cm Esquerd	1566792930				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 40x60cm E 2 Barras Reta 60cm	1566793156	0	339.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 100cm	1567072941				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 50cm	1567072945				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 60cm	1567072943				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Barra De Apoio Preta Para Banheiro Idoso 90cm	1567072938				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 50x65cm  1 Barra Reta De 80cm	1566792942	0	357.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 50x65cm Esqd	1566792917				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 50cm	1567072944				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 50x65cm  2 Barra Reta De 80cm	1566792923	0	419.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		1 Barra De Apoio Lavatorio 60x45cm, 2 Alca De Idoso De 80cm	1566792924	0	398.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 30cm	1567072937				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 40x50cm Direito	1566793101				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro 100cm	1566773547				Banheiros Barras De Apoio E Seguranca	2023-10-05
		1 Barra De Apoio Para Sanitario 65x50cm  2 Barras Reta 60cm	1566792948	0	302.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao E Parede 70x80cm Esquerd	1566793102				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Box De Banheiro Modelo L 70x70cm Direita	1566792933				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Sanitario Chao Parede 80x60cm Direita	1566792921	0	214.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		1 Barra De Apoio Lavatorio 40x50cm 2 Alcas De Seguranca 80cm	1566792929	0	350.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 90cm	1567072967				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Vaso Sanitario 70x20cm Direito	1566792926				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 40x60cm Direito	1566793158				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio 40x50cm  1 Barra Reta De 80cm	1566792961	0	350.01		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro Idoso 100cm	1567072936				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Caixa Acoplada 25x70cm	1566792949	0	242.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 40x50cm Esqd	1566792937				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Lavatorio De Canto Em L 50x65cm Direito	1566792916				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro 40cm Cor Branco	1571420303				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Escovado 45 Cm	1570794637				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Escovado 30 Cm	1570794640				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 30cm	1567072950				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Banheiro Kit 9 Uni 40cm Barra Idoso Cadeirante	1570991022	0	426.32		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox 80cm Acessibilidade Kit 10 Unidades	1571489051	0	529.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 40cm Kit 4 Unidades Inox Barra Cadeirante Acess	1569746742				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca Suporte Para Parede 60cm Aco Inox 304	1571157536				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca 40cm Preto Kit 2 Unidades Inox Acessibili	1570990030				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 30cm Barra Inox Preto Fosco Seguranca Acessibil	1571057851				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	5	Barra De Apoio Ou Alca De Suporte Banheiro Idoso 1.00 M  Bra	1571276599				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Metalplas 60cm 1 1/4 Abnt 38881	1571125634				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca Inox 40cm Preto Kit 3 Unidades Cadeirante	1570849574				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Barra De Apoio Reta Banheiro Acessibilidade 80cm Em Aco Inox	1570860264	0	425.40	425.42	Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preto Alca Inox 60cm Kit 3 Und Seguranca	1570959094				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Barra De Apoio Reta Banheiro Parede Acessibilidade Seguranca	1570860262	0	385.17	385.17	Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca Inox Preto Fosco 30cm Kit 3 Und	1570813539				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio 40cm Preto Inox Alca Kit 2 Und Acessibilidade	1570813540				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Barra De Apoio Reta Banheiro Parede Acessibilidade Seguranca	1570860263	0	261.68	261.68	Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio 60cm Inox Alca Preto 3 Unidades Deficiente Cad	1570919447				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Polido 30 Cm	1570794651				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Lateral Para Lavatorio Inox Polido 40 Cm	1570794655				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Apoio Inox 20 Unidades Barra 30cm Banheiro Idoso Acessib	1570483657	0	578.80		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preto Alca Inox 60cm Kit 2 Und Seguranca	1570959095				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Reta Benefit 70cm Inox Escovado Docol	1570333709	0	329.91		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 40cm Cristal Metais	1570453835				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra Ou Alca De Apoio Em Alumínio 30 Cm Idosos Deficientes P	1569905055				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Apoio 40cm Kit 2 Uni Inox Banheiro Deficiente Idoso Cade	1569820448				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em L Horizontal Inox Polido 70 Cm	1571026124	0	257.20		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em L Horizontal Alumínio Polido 80 Cm	1571026170	0	272.72		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em L Horizontal Inox Escovado 70 Cm	1571026116	0	238.20		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em L Horizontal Alumínio Branco 60 Cm	1571026129				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Angular Inox Escovado	1571026133				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Articulavel Inox Polido 80 Cm	1571063154	0	436.80		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em L Horizontal Inox Polido 60 Cm	1571026119	0	243.32		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Lateral Fixa Alumínio Polido 80 Cm Esquerdo	1571026150	0	328.53		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Suporte Barra De Apoio Banheiro Idoso Dificiente 60cm	1571276598				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 60cm Barra Seguranca Kit 5 Uni Cadeirante Idoso	1571486943	0	229.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Cinza40 Cm	1570794692				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Lateral Para Lavatorio Alumínio Branco 40 Cm	1570794644				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 40cm Kit 4 Unidades Inox Barra Cadeirante Acess	1569746742				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox 80cm Acessibilidade Kit 10 Unidades	1571489051	0	529.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Inox 60cm Kit 3 Unidades Alca Preta Idoso Defi	1570735345				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Barra Apoio 70cm Inox Kit 3 Uni Acessibilidade Crianca I	1571157535				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Alumínio Branco 40 Cm	1570794649				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Articulavel Alumínio Polido 80 Cm	1571026165	0	435.16		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Banheiro Inox Barra Idoso Cadeirante Deficiente	1566951379				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 5 Alcas Apoio Banheiro Acessibilidade Idoso Cadeirante De	1571066057				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 3 Alcas Apoio Banheiro Inox Idoso Cadeirante Deficiente	1570983807				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro 40cm	1566772893				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro 70cm	1566772618				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Apoio Banheiro Inox Reta Idoso Cadeirante Acessibilidade	1567049642				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 4 Alcas Apoio Banheiro Inox Idoso Cadeirante Deficiente	1567032756				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alcas Apoio Banheiro Acessibilidade Idoso Cadeirante Deficien	1567047936				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 8 Alcas Apoio Banheiro Acessibilidade Idoso Cadeirante De	1571066056	0	279.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra Inox 50cm Kit 12 Unidades Idoso Cadeirant	1571499214	0	383.79		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Branca Para Banheiro 60cm	1566773545				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 8 Alcas Apoio Banheiro Inox Idoso Cadeirante Deficiente A	1567032757	0	255.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Banheiro Inox Barra Reta 60cm Idoso Deficiente	1567158100				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Alca De Apoio Para Banheiro Escovado 80cm	1567072939				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 4 Barras De Apoio De Seguranca Para Banheiro 40cm E 80cm	1567501237	0	236.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 70cm	1567072964				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	6	Barra De Apoio Preta Para Banheiro Idoso 40cm	1567072946				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Banheiro Barra Reta Inox 40cm	1567048631				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 60cm Barra Inox Acessibilidade Seguranca Defici	1571057857				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Apoio 70 Cm Barra Inox 3 Uni Suporte Acessibilidade Banh	1571497276				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Inox Barra 80cm Kit 17 Unidades Seguranca Idoso	1571599961	0	900.00		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 70cm Inox Preto Acessibilidade Idoso Cade	1571603033				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 60cm Kit 6 Unidades Suporte Seguranca Idoso Cri	1571599962	0	275.80		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 30cm Inox Barra Kit 7 Unidades Idoso Box Banhei	1571603032	0	239.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca Barra Apoio 60cm Suporte Resistente Kit 10 Uni Acessibil	1571599958	0	439.88		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Inox Barra 60cm Kit 8 Unid Acessibilidade Crian	1571599957	0	359.91		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 70cm Kit 9 Unid Apoio Seguranca Acessibil	1571599963	0	493.88		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 70cm Barra Inox Kit 14 Unidades Idoso Deficient	1571599968	0	785.82		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio 60cm Kit 5 Uni Suporte Seguranca Idoso Crianca	1571599966	0	237.90		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra Alca De Apoio 80cm Aco Inox Kit 14 Uni Acessibilidade G	1571599970	0	936.88		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Em Aluminio 50cm Idosos Deficientes Banheiros	1571420308				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 80cm Kit 35 Uni Acessibilidade Idoso Gest	1571599960	0	2555.92		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 40cm Preto Fosco Inox Acessibilidade Cade	1571599969				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 70cm Inox Kit 20 Unid Acessibilidade Idos	1571599959	0	1088.88		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Para Banheiro Escovado 90cm	1567072931				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Kit 5 Barras Alca De Apoio Banheiro Inox 40cm Idoso Acessibil	1567158093				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Inox Barra 60cm Acessibilidade Idoso Cadeirante	1570588698				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Barra 70cm Inox Kit 18 Unidades Idoso Cadeirant	1571599967	0	1059.92		Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro Idoso 1.50mt	1567072968				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Alca De Apoio Para Banheiro Escovado 50cm	1567072940				Banheiros Barras De Apoio E Seguranca	2023-10-05
Oferta	7	Barra De Apoio Cromada Para Idosos 60cm	1566774932				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro Inox Escovado 90 Cm	1570794653				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Inox Alca 20x20 Angular Seguranca Idoso Cadeir	1570588705				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Alca Inox 40cm Preto Kit 2 Unidades Cadeirante	1570921553				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Preta Para Banheiro 40cm Idoso Seguranca	1567767225				Banheiros Barras De Apoio E Seguranca	2023-10-05
		Barra De Apoio Para Banheiro 60cm Idoso Seguranca Mobilidade	1567731894				Banheiros Barras De Apoio E Seguranca	2023-10-05
